CODLOCAL | CODPROD | DESCRLOCAL         | DESCRPROD                                | LOCAL_DEPTH | LOCAL_PATH                                       | LOCAL_PATH_CODES     | MARCA      | NCM      | TOTAL_ESTOQUE      | UNIDADE
101001   | 3151    | ALMOX PECAS        | KIT ANEIS ORING MILIMETRICO              | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 39269069 | 3                  | MM     
101001   | 8215    | ALMOX PECAS        | KIT ANEIS ORING MILIMETRICO VERDE        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 39269069 | 5                  | MM     
101001   | 3152    | ALMOX PECAS        | KIT ANEIS ORING POLEGADA                 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 39269069 | 6                  | MM     
101001   | 14719   | ALMOX PECAS        | KIT BARRA ESTABILIZADORA KEC03040        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | FIAT       | 87089990 | 2                  | MM     
101001   | 8977    | ALMOX PECAS        | KIT BATENTE COXIM DIANT PALIO LADO D/E   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 4                  | MM     
101001   | 4908    | ALMOX PECAS        | KIT BATENTE COXIM ONIX 2015/2018         | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 1                  | MM     
101001   | 13928   | ALMOX PECAS        | KIT BORRACHA PORTA UNO ATTRACTIVE        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | FIAT       | 87082999 | 1                  | MM     
101001   | 10305   | ALMOX PECAS        | KIT BUCHA ALAVANCA CAMBIO 1391830        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 84821010 | 1                  | MM     
101001   | 4949    | ALMOX PECAS        | KIT BUCHA BARRA ESTABILIZADORA DIANTEIRA | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | SUPORTE RE | 87089990 | 3                  | MM     
101001   | 12820   | ALMOX PECAS        | KIT BUCHA MOTOR PARTIDA KIT SC1191-STD   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | PRESTOLITE | 84833090 | 1                  | MM     
101001   | 10575   | ALMOX PECAS        | KIT BUCHA MOTOR PARTIDA KITSC2459-STD    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | SULCARBON  | 84833090 | 1                  | MM     
101001   | 7717    | ALMOX PECAS        | KIT BUCHA PARTIDA UNIFAP KT 000100       | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | UNIFAP     | 85119000 | 1                  | MM     
101001   | 12766   | ALMOX PECAS        | KIT BUCHAS BARRA ESTAB. 9703200711       | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 84312011 | 2                  | MM     
101001   | 11825   | ALMOX PECAS        | KIT CABO DE ALAVANCA DE MARCHA SANY      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87084090 | 1                  | MM     
101001   | 2573    | ALMOX PECAS        | KIT CABOS ALAVANCA DE MARCHA             | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87084090 | 6                  | MM     
101001   | 12893   | ALMOX PECAS        | KIT CANO INJET. MOTOR CUMMINS SERIE C6CT | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 84312011 | 1                  | MM     
101001   | 4498    | ALMOX PECAS        | KIT CAPA PROTECAO CORREIA DENTADA        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40103100 | 1                  | MM     
101001   | 5152    | ALMOX PECAS        | KIT CARCACA C BOBINA DELCO REMY 10515830 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 85119000 | 2                  | MM     
101001   | 5153    | ALMOX PECAS        | KIT CARCACA C BOBINA DELCO REMY 10515832 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 85119000 | 1                  | MM     
101001   | 5020    | ALMOX PECAS        | KIT CARCACA C BOBINA DELCO REMY 10527539 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 85119000 | 1                  | MM     
101001   | 13576   | ALMOX PECAS        | KIT CARRINHO MOVEL P/DIALISE OLEO HIDRAU | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | EZATTA     | 84219999 | 1                  | MM     
101001   | 6910    | ALMOX PECAS        | KIT CHAVE CATRACA SOQUETES 1.4"A14MM     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | STELS      | 82042000 | 8                  | MM     
101001   | 3164    | ALMOX PECAS        | KIT CHICOTE REPARO RETROVISOR VW 3 VIAS  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 85444200 | 21                 | MM     
101001   | 7904    | ALMOX PECAS        | KIT COIFA HOMOCINETICA L/RODA FIAT       | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | FIAT       | 87082999 | 4                  | MM     
101001   | 6827    | ALMOX PECAS        | KIT CORREIA DENTADA E TENSOR CT453K1     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | CONTINENTA | 40103100 | 1                  | MM     
101001   | 6927    | ALMOX PECAS        | KIT CORREIA DENTADA E TENSOR CT874K3     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | CONTINENTA | 40103100 | 2                  | MM     
101001   | 13897   | ALMOX PECAS        | KIT CORREIA DENTADA ZEN 15007            | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | CONTINENTA | 40103100 | 3                  | MM     
101001   | 6746    | ALMOX PECAS        | KIT CORREIA DENTADA ZEN15011             | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | CONTINENTA | 40103100 | 1                  | MM     
101001   | 7657    | ALMOX PECAS        | KIT COXIM CARROCERIA CACAMBA             | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 1                  | MM     
101001   | 8911    | ALMOX PECAS        | KIT DE FIXAÇÃO DA SAPATA DE FREIO        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | HYSTER     | 87083090 | 1                  | MM     
101001   | 15149   | ALMOX PECAS        | KIT DE REPARO HOMOCINETICA NKJ2029       | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | COFAP      | 87082999 | 1                  | MM     
101001   | 14007   | ALMOX PECAS        | KIT EMBREAGEM 330MM 3400001126           | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | SACHS      | 87089300 | 1                  | MM     
101001   | 9164    | ALMOX PECAS        | KIT EMBREAGEM 362MM VW 15180 2T2141025   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089300 | 2                  | MM     
101001   | 8603    | ALMOX PECAS        | KIT EMBREAGEM 395MM VW 31280 3400000518  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089300 | 3                  | MM     
101001   | 9709    | ALMOX PECAS        | KIT EMBREAGEM 420MM 10ESTRIAS C/ ROLAMEN | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MERCEDES B | 87089300 | 2                  | MM     
101001   | 13581   | ALMOX PECAS        | KIT EMBREAGEM 430MM  VALEO 228299        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | VALEO      | 87089300 | 1                  | MM     
101001   | 7266    | ALMOX PECAS        | KIT EMBREAGEM 430MM 6498 VOLVO           | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089300 | 1                  | MM     
101001   | 5423    | ALMOX PECAS        | KIT EMBREAGEM CONSTELLATION VW24280      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | VOLKSWAGEN | 39174090 | 1                  | MM     
101001   | 5363    | ALMOX PECAS        | KIT EMBREAGEM FIAT 1.0 LUK 619301500     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | LUK        | 39174090 | 2                  | MM     
101001   | 9930    | ALMOX PECAS        | KIT EMBUCHAMENTO SUSPENSAO TRASEIRA      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87089990 | 1                  | MM     
101001   | 15283   | ALMOX PECAS        | KIT EPOXI BRASILUX MANIPULADA            | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 38140090 | 5                  | MM     
101001   | 6673    | ALMOX PECAS        | KIT EXTRATOR SACA PARAFUSO MANUAL        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 82055900 | 2                  | MM     
101001   | 14565   | ALMOX PECAS        | KIT FILTRO COMB. WEGA	FCD0970K           | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | WEGA       | None     | 1                  | MM     
101001   | 14026   | ALMOX PECAS        | KIT FILTRO DE COMBUSTIVEL PARKER PFF5551 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | PARKER RAC | 84219999 | 2                  | MM     
101001   | 6010    | ALMOX PECAS        | KIT MANIFOLD MANOMETRO AR COND. R134     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | None     | 7                  | MM     
101001   | 11448   | ALMOX PECAS        | KIT MANOMETRO R134A ROYCE RC 500380      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ROYCE CONN | None     | 2                  | MM     
101001   | 13788   | ALMOX PECAS        | KIT ORANIZADOR EQ-300                    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 39231090 | 1                  | MM     
101001   | 6268    | ALMOX PECAS        | KIT ORINGS RETENTOR SWIVELL HIDRAULICO   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | XCMG       | 39269069 | 2                  | MM     
101001   | 12574   | ALMOX PECAS        | KIT PALHETA PARABRISA CARA CHATA 537372  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | SCANIA     | None     | 6                  | MM     
101001   | 15422   | ALMOX PECAS        | KIT PARAFUSOS CABEÇOTE VW WHT001865      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | VOLKSWAGEN | 73181500 | 1                  | MM     
101001   | 5021    | ALMOX PECAS        | KIT PINHAO 10 DENTES DELCO REMY 10515808 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 84839000 | 1                  | MM     
101001   | 12970   | ALMOX PECAS        | KIT PISTAO DO MOTOR                      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 84099120 | 0                  | MM     
101001   | 10542   | ALMOX PECAS        | KIT PISTAO E ANEIS OM352A 3 CANALETAS    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MAHLE      | 84099120 | 6                  | MM     
101001   | 7164    | ALMOX PECAS        | KIT PORTA ESCOVA 12V DELCO REMY 10527543 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 85119000 | 1                  | MM     
101001   | 5019    | ALMOX PECAS        | KIT PORTA ESCOVA 12V DELCO REMY 10527547 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 85119000 | 1                  | MM     
101001   | 6769    | ALMOX PECAS        | KIT RELE AUX. 24V 5T 30/20A ARPE RAC6824 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ARPE       | 85364100 | 6                  | MM     
101001   | 13053   | ALMOX PECAS        | KIT RELOGIO COMPARADOR C/ SUPORTE        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | None     | 1                  | MM     
101001   | 12034   | ALMOX PECAS        | KIT REPAR CILINDRO SAPATA DIANT ING45500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 3                  | MM     
101001   | 8029    | ALMOX PECAS        | KIT REPARO                               | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 59111000 | 2                  | MM     
101001   | 9402    | ALMOX PECAS        | KIT REPARO  EXT. SAPATA TRASEIRA TD526   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40169300 | 2                  | MM     
101001   | 12028   | ALMOX PECAS        | KIT REPARO CILINDR EXTENSAO III ING45500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12068   | ALMOX PECAS        | KIT REPARO CILINDRO DE GIRO ING70.500    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12024   | ALMOX PECAS        | KIT REPARO CILINDRO ELEVACAO ING 45.500  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12037   | ALMOX PECAS        | KIT REPARO CILINDRO ELEVACAO ING 52.500  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12062   | ALMOX PECAS        | KIT REPARO CILINDRO ELEVACAO ING 80.500  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12031   | ALMOX PECAS        | KIT REPARO CILINDRO EXT. SAPATA DIANT.   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12036   | ALMOX PECAS        | KIT REPARO CILINDRO EXT. SAPATA TRASEIRA | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 2933    | ALMOX PECAS        | KIT REPARO CILINDRO EXTE. 1ªLANCA TD1331 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MADAL      | 84122110 | 3                  | MM     
101001   | 12064   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 1 ING80.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12050   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 2 ING70.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12041   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 3 ING52500  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12051   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 3 ING70.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12042   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 4 ING52500  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12052   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 4 ING70.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12043   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 5 ING52500  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12065   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 5 ING70.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12067   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 5 ING70.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12066   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO 6 ING70.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12025   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO I ING 45500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12039   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO I ING52.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12049   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO I ING70.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12026   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO II ING45500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12040   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO II ING52500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12029   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO IV ING45500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12030   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSAO V ING45.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12054   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSIV SAPAT DIANT | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12055   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSIV SAPAT DIANT | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12048   | ALMOX PECAS        | KIT REPARO CILINDRO EXTENSIV SAPAT. TRAS | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12033   | ALMOX PECAS        | KIT REPARO CILINDRO GIRO ING 45.500      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 4                  | MM     
101001   | 12046   | ALMOX PECAS        | KIT REPARO CILINDRO GIRO ING 52.500      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 3                  | MM     
101001   | 12038   | ALMOX PECAS        | KIT REPARO CILINDRO INCLINACAO ING52.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12063   | ALMOX PECAS        | KIT REPARO CILINDRO INCLINACAO ING80.500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12053   | ALMOX PECAS        | KIT REPARO CILINDRO SAPAT DIANT ING70500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 12047   | ALMOX PECAS        | KIT REPARO CILINDRO SAPAT TRAS. ING52500 | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 3                  | MM     
101001   | 12044   | ALMOX PECAS        | KIT REPARO CILINDRO SAPATA DIANT. ING    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 3                  | MM     
101001   | 12032   | ALMOX PECAS        | KIT REPARO CILINDRO SAPATA TRASEIRA      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 13882   | ALMOX PECAS        | KIT REPARO DO MARTELO REDUTOR 1479530    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | HYSTER     | 84841000 | 1                  | MM     
101001   | 11476   | ALMOX PECAS        | KIT REPARO EXTENSAO PATOLA - ING 70000   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 12045   | ALMOX PECAS        | KIT REPARO EXTENSIVO SAPATA DIANT. ING   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 2                  | MM     
101001   | 7376    | ALMOX PECAS        | KIT REPARO MANITOWOC                     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MANITOWOC  | 84219999 | 2                  | MM     
101001   | 7198    | ALMOX PECAS        | KIT REPARO MOTOR PARTIDA 10526608        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 84849000 | 1                  | MM     
101001   | 5010    | ALMOX PECAS        | KIT REPARO MOTOR PARTIDA DELCO REMY      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 84849000 | 1                  | MM     
101001   | 7719    | ALMOX PECAS        | KIT REPARO MOTOR PARTIDA DR 10520982     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 84849000 | 1                  | MM     
101001   | 7171    | ALMOX PECAS        | KIT REPARO PARTIDA M100 GB10825          | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | DELCO REMY | 84849000 | 1                  | MM     
101001   | 8653    | ALMOX PECAS        | KIT REPARO PATOLA VERTICAL SANY 800      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40169300 | 1                  | MM     
101001   | 11072   | ALMOX PECAS        | KIT REPARO TELE 02 - ING 70000 / 2020    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 11081   | ALMOX PECAS        | KIT REPARO TELE 03 - ING 70000 / 2020    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 11097   | ALMOX PECAS        | KIT REPARO TELE 06 - ING 70000 / 2020    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 7180    | ALMOX PECAS        | KIT REPARO VALVULA DOSADORA ARLA32       | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 84812090 | 1                  | MM     
101001   | 13580   | ALMOX PECAS        | KIT REPARO VEDACAO SANY 11556844 Q902    | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40169300 | 2                  | MM     
101001   | 6981    | ALMOX PECAS        | KIT REPAROS PATOLA VERTICAL XCMG QY60K   | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 40169300 | 3                  | MM     
101001   | 11784   | ALMOX PECAS        | KIT REPAROSAPATA ESCAMOTIAVEL 520320000  | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | ING        | 84122110 | 1                  | MM     
101001   | 9396    | ALMOX PECAS        | KIT RETENTOR HASTE VÁLVULA 09300BREF     | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | SABO       | 40169300 | 2                  | MM     
101001   | 13459   | ALMOX PECAS        | KIT RETENTOR TRASEIRO SABO 05287KIT      | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | SABÓ       | 40169300 | 1                  | MM     
101001   | 13080   | ALMOX PECAS        | KIT SAPATAS DE FREIO EMPILHADEIRA 3-3,5T | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 87083090 | 2                  | MM     
101001   | 3107    | ALMOX PECAS        | KIT TRAVA GARFO MSI CLASSE II EMP HYSTER | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | HYSTER     | 84312011 | 7                  | MM     
101001   | 7377    | ALMOX PECAS        | KIT VEDACAO MANITOWOC 03326049           | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | MANITOWOC  | 84219999 | 1                  | MM     
101001   | 13230   | ALMOX PECAS        | LAMINA ACOPLAMENTO BOMBA INJETORA        | 2           | GIGANTÃO > ALMOX MANUTENCAO > ALMOX PECAS        | 100000.101000.101001 | GENERICO   | 85444200 | 14                 | MM     
